Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
,25_34,PhD, Fintech,rural,,27,77100,3/29/2027
UNEMPLOYED,18 to 24,Bachelors,Healthcare,suburban,Medium,,56400,3/30/2027
Unemployed,25_34,Bachelor's,Retail,Mumbai,High,18,83000,3/31/2027
employed,18 to 24,Diploma,Tech ,suburban,HIGH,10,21400,4/1/2027
Employed,,High School,Tech ,Mumbai,,20,82600,4/2/2027
Employed,55+,Ph.D,Finance,urban,low,,106100,4/3/2027
Employed,18 to 24,Diploma,Retail,Bangalore,HIGH,17,,4/4/2027
Employed,25_34,High School, Fintech,Hyderabad,low,24,29900,4/5/2027
unemployed,25_34,Bachelors,Finance,Hyderabad,moderate,,125600,4/6/2027
employed,45-54,Bachelors, Fintech,Mumbai,moderate,,,4/7/2027
Unemployed,55+,Diploma,Health,Hyderabad,Medium,,22700,4/8/2027
unemployed,18-24,High School, Fintech,Hyderabad,HIGH,6,138500,4/9/2027
EMPLOYED,18-24,high school,Education,Bangalore,HIGH,25,12100,4/10/2027
employed,45-54,Master,,rural,low,6,,4/11/2027
unemployed,,high school,Finance,rural,High,1,19800,4/12/2027
EMPLOYED,25-34,High School,Technology,,HIGH,16,119600,4/13/2027
Unemployed,45-54,,,Delhi,low,,22500,4/14/2027
,35 - 44,Bachelor's,Retail,rural,,,149300,4/15/2027
,25-34,High School,Retail,urban,Low,12,109300,4/16/2027
Employed,18-24,Bachelors,Education,,HIGH,,112600,4/17/2027
Employed,25-34,Diploma,Technology,Mumbai,low,15,132900,4/18/2027
EMPLOYED,25-34,PhD,Health,urban,Medium,,,4/19/2027
unemployed,18 to 24,Ph.D, Fintech,Mumbai,HIGH,,57400,4/20/2027
EMPLOYED,35 - 44,,Retail,Mumbai,moderate,1,54900,4/21/2027
unemployed,45-54,high school,Retail,Mumbai,Medium,,,4/22/2027
unemployed,25_34,Ph.D,Healthcare,suburban,Medium,7,68300,4/23/2027
EMPLOYED,35 - 44,High School,Retail,Bangalore,Low,17,68700,4/24/2027
unemployed,25_34,PhD,Healthcare,urban,low,10,90800,4/25/2027
,45-54,Master,Retail,Urban,,,91400,4/26/2027
Unemployed,18 to 24,Master,,suburban,Low,29,115000,4/27/2027
EMPLOYED,18-24,Bachelor's,Retail,Urban,High,5,87200,4/28/2027
Unemployed,35 - 44,, Fintech,rural,HIGH,,100100,4/29/2027
UNEMPLOYED,25-34,Bachelor's, Fintech,urban,,,58000,4/30/2027
UNEMPLOYED,35 - 44,Diploma,Technology,suburban,Low,,,5/1/2027
UNEMPLOYED,55+,Bachelor's,Finance,Mumbai,moderate,21,123600,5/2/2027
Unemployed,35 - 44,Diploma,Retail,,High,21,141100,5/3/2027
unemployed,45-54,Diploma,Retail,urban,moderate,,,5/4/2027
Employed,25-34,Masters,Retail,Delhi,HIGH,,80700,5/5/2027
Unemployed,45-54,Bachelors,Healthcare,rural,Low,,47100,5/6/2027
,25-34,Diploma,Healthcare,Delhi,HIGH,6,,5/7/2027
employed,18-24,Bachelors,Finance,Bangalore,HIGH,,,5/8/2027
EMPLOYED,35 - 44,Bachelor's,Health,,Low,,50500,5/9/2027
employed,,high school,Finance,rural,HIGH,,,5/10/2027
UNEMPLOYED,35 - 44,,Health,Mumbai,HIGH,,,5/11/2027
unemployed,25_34,High School,Education,urban,HIGH,13,43000,5/12/2027
,,,Retail,Urban,High,12,41900,5/13/2027
,18 to 24,High School,Retail,,low,19,5800,5/14/2027
employed,18-24,Diploma,Finance,Delhi,low,,149300,5/15/2027
employed,18 to 24,Bachelor's,Health,Delhi,low,,6500,5/16/2027
employed,25-34,Masters,Tech ,Bangalore,Low,4,122500,5/17/2027
EMPLOYED,25_34,Masters,Retail,Mumbai,moderate,,140800,5/18/2027
EMPLOYED,18 to 24,Bachelors,Education,Hyderabad,Low,,,5/19/2027
,45-54,Master,Finance,Delhi,,,27100,5/20/2027
EMPLOYED,25_34,High School,Technology,Mumbai,HIGH,,110800,5/21/2027
UNEMPLOYED,25-34,High School,Tech ,rural,Low,,18800,5/22/2027
Unemployed,25_34,Bachelor's,Retail,Delhi,Low,20,,5/23/2027
unemployed,25_34,High School,Retail,suburban,Low,19,,5/24/2027
Unemployed,25_34,PhD,Retail,Delhi,Low,29,34700,5/25/2027
UNEMPLOYED,18-24,High School,,Hyderabad,Medium,,64100,5/26/2027
UNEMPLOYED,,Masters,Healthcare,Bangalore,moderate,2,,5/27/2027
,45-54,,Technology,rural,,,16400,5/28/2027
Employed,,Masters,Retail,Hyderabad,Low,14,14100,5/29/2027
Employed,25-34,Bachelor's,Technology,Hyderabad,HIGH,3,82900,5/30/2027
employed,35 - 44,PhD,,Delhi,low,,49700,5/31/2027
Employed,25_34,PhD,Health,urban,Medium,0,,6/1/2027
,25_34,Bachelors,Tech ,Bangalore,Medium,,118600,6/2/2027
EMPLOYED,18-24,Bachelors,Retail,Urban,Medium,,,6/3/2027
UNEMPLOYED,25-34,Masters,,,HIGH,,,6/4/2027
Employed,18 to 24,High School,Finance,Bangalore,HIGH,,88600,6/5/2027
Employed,45-54,Ph.D,Health,suburban,,,110000,6/6/2027
Employed,45-54,Bachelors,Health,rural,High,2,20200,6/7/2027
Employed,45-54,Diploma,Retail,Hyderabad,moderate,27,54800,6/8/2027
unemployed,25-34,PhD,Retail,Bangalore,Low,22,,6/9/2027
unemployed,25-34,Diploma,Education,Hyderabad,Medium,,,6/10/2027
unemployed,25-34,Ph.D,,urban,High,16,53100,6/11/2027
,18 to 24,Masters,Retail,urban,low,,39600,6/12/2027
UNEMPLOYED,25_34,Bachelor's,Health,Urban,HIGH,,,6/13/2027
Employed,25-34,PhD,Finance,Bangalore,Medium,22,60300,6/14/2027
UNEMPLOYED,18 to 24,Bachelors,Tech ,Delhi,,15,,6/15/2027
Employed,55+,Master, Fintech,urban,,,,6/16/2027
Unemployed,,Diploma,Healthcare,suburban,moderate,,50600,6/17/2027
Unemployed,45-54,High School, Fintech,Delhi,,10,,6/18/2027
EMPLOYED,,Masters,Retail,Hyderabad,Medium,,115300,6/19/2027
employed,18-24,High School,Finance,Hyderabad,High,,70900,6/20/2027
Employed,25-34,high school,Retail,rural,low,16,26200,6/21/2027
unemployed,25-34,, Fintech,Urban,HIGH,,145300,6/22/2027
UNEMPLOYED,45-54,Bachelors,Tech ,,Medium,18,,6/23/2027
Unemployed,55+,Diploma,Retail,urban,Medium,3,,6/24/2027
EMPLOYED,45-54,Bachelor's,Technology,Mumbai,HIGH,14,16400,6/25/2027
Employed,18-24,PhD,Technology,Bangalore,,2,88000,6/26/2027
EMPLOYED,25_34,Ph.D,Education,rural,low,,,6/27/2027
EMPLOYED,25-34,high school,Education,,High,0,98500,6/28/2027
EMPLOYED,18 to 24,Masters,Tech ,Mumbai,HIGH,,,6/29/2027
EMPLOYED,35 - 44,high school,Health,urban,HIGH,,59000,6/30/2027
Unemployed,35 - 44,Master,Healthcare,Hyderabad,low,,119600,7/1/2027
Unemployed,35 - 44,PhD,Retail,rural,Medium,3,142800,7/2/2027
UNEMPLOYED,25-34,PhD, Fintech,rural,High,27,28500,7/3/2027
employed,18-24,High School,Healthcare,Mumbai,Medium,6,37900,7/4/2027
UNEMPLOYED,35 - 44,high school,Retail,Hyderabad,Low,4,32100,7/5/2027
employed,45-54,Diploma,Finance,Delhi,Medium,9,89800,7/6/2027
UNEMPLOYED,,Master,Health,rural,low,,103100,7/7/2027
UNEMPLOYED,,Bachelors,Health,Bangalore,HIGH,,119700,7/8/2027
Employed,18 to 24,PhD,Healthcare,Urban,,,,7/9/2027
UNEMPLOYED,35 - 44,Master,Technology,suburban,HIGH,26,72100,7/10/2027
employed,45-54,Ph.D, Fintech,,,,,7/11/2027
employed,55+,Ph.D,Tech ,,Medium,12,59400,7/12/2027
Employed,55+,Bachelors,Finance,rural,High,,100400,7/13/2027
EMPLOYED,,Ph.D,Retail,,Low,,91200,7/14/2027
UNEMPLOYED,25-34,Masters,Education,Mumbai,Low,22,89300,7/15/2027
EMPLOYED,18 to 24,Bachelor's,Healthcare,rural,Medium,,45200,7/16/2027
Employed,18-24,Diploma,,suburban,moderate,28,132100,7/17/2027
Employed,25-34,Diploma,Healthcare,,low,,83300,7/18/2027
Employed,,Master,Health,Mumbai,HIGH,,40200,7/19/2027
UNEMPLOYED,45-54,Ph.D, Fintech,Urban,High,9,132200,7/20/2027
Unemployed,18-24,Masters,Retail,Bangalore,HIGH,8,139200,7/21/2027
UNEMPLOYED,55+,Master,Healthcare,Bangalore,low,11,34300,7/22/2027
UNEMPLOYED,18-24,high school,Retail,Delhi,low,10,133700,7/23/2027
unemployed,35 - 44,high school,,Bangalore,,,108500,7/24/2027
,35 - 44,Diploma,Finance,Bangalore,low,,61700,7/25/2027
UNEMPLOYED,18-24,Ph.D,Health,,High,,79900,7/26/2027
Unemployed,55+,PhD,Retail,suburban,moderate,22,125000,7/27/2027
Unemployed,18-24,high school,Tech ,urban,,12,95200,7/28/2027
EMPLOYED,55+,,,Delhi,,,124800,7/29/2027
Employed,25-34,Bachelor's,,Hyderabad,moderate,7,104200,7/30/2027
,,Masters,Technology,urban,Low,22,136300,7/31/2027
employed,25_34,High School,Retail,Delhi,Low,,,8/1/2027
employed,35 - 44,Masters,,Bangalore,Medium,,,8/2/2027
Employed,18-24,Bachelors,,rural,High,,113400,8/3/2027
EMPLOYED,45-54,high school,Technology,,low,26,,8/4/2027
unemployed,45-54,Bachelor's,Health,rural,Low,24,54900,8/5/2027
,18-24,Bachelors,Tech ,Delhi,moderate,9,103000,8/6/2027
UNEMPLOYED,25-34,Bachelors,Tech ,Delhi,moderate,,86400,8/7/2027
Employed,18-24,Ph.D,Technology,urban,low,26,76300,8/8/2027
,18 to 24,High School,Retail,suburban,low,25,139000,8/9/2027
unemployed,18-24,,Retail,Urban,Medium,27,58600,8/10/2027
EMPLOYED,18 to 24,Master,Retail,suburban,low,,135500,8/11/2027
Employed,18 to 24,Diploma,Healthcare,Urban,,22,68300,8/12/2027
Unemployed,55+,Bachelor's,Retail,Delhi,Low,1,51700,8/13/2027
Employed,35 - 44,Masters,Finance,Delhi,Medium,,,8/14/2027
Unemployed,,PhD,Retail,rural,low,0,126100,8/15/2027
,18 to 24,Diploma,Finance,Urban,,14,93400,8/16/2027
EMPLOYED,55+,Masters,,Hyderabad,Low,29,,8/17/2027
,25-34,Masters,Health,Delhi,High,,25200,8/18/2027
UNEMPLOYED,25-34,Master,Health,Mumbai,moderate,16,114200,8/19/2027
,25-34,High School,Retail,Hyderabad,,12,103700,8/20/2027
Employed,18-24,Bachelors,Education,suburban,moderate,,76200,8/21/2027
EMPLOYED,,PhD,,Urban,moderate,3,147900,8/22/2027
Unemployed,35 - 44,high school,Finance,Urban,Medium,30,65500,8/23/2027
,25-34,Bachelors,Health,urban,HIGH,28,149300,8/24/2027
unemployed,25-34,Diploma,Health,suburban,low,,,8/25/2027
EMPLOYED,25-34,Diploma,Technology,Bangalore,High,23,,8/26/2027
EMPLOYED,,High School,Technology,rural,HIGH,,107700,8/27/2027
UNEMPLOYED,45-54,High School,Technology,Hyderabad,Low,,,8/28/2027
Employed,55+,PhD,,Bangalore,low,5,142800,8/29/2027
unemployed,25-34,Ph.D, Fintech,urban,low,,77200,8/30/2027
employed,35 - 44,Bachelors,Tech ,Bangalore,,,8200,8/31/2027
Employed,,Diploma, Fintech,Delhi,HIGH,,,9/1/2027
,35 - 44,Diploma,,,High,,38200,9/2/2027
UNEMPLOYED,25_34,Diploma,Education,,HIGH,,,9/3/2027
unemployed,25_34,Bachelors,Retail,Urban,High,2,15200,9/4/2027
employed,55+,Diploma,,suburban,High,,,9/5/2027
UNEMPLOYED,55+,Master,Finance,Delhi,moderate,23,33200,9/6/2027
UNEMPLOYED,18 to 24,high school,Retail,Mumbai,Low,29,25900,9/7/2027
unemployed,35 - 44,PhD,Health,,Medium,,28800,9/8/2027
Employed,25-34,High School,Finance,Hyderabad,HIGH,,,9/9/2027
Unemployed,18-24,high school,Retail,Delhi,low,,41600,9/10/2027
unemployed,,Bachelor's,Health,Hyderabad,,16,,9/11/2027
employed,25_34,,Retail,Urban,Medium,4,,9/12/2027
,55+,high school,Retail,Delhi,moderate,,16900,9/13/2027
EMPLOYED,25-34,Master,Health,Urban,HIGH,25,133500,9/14/2027
UNEMPLOYED,25-34,Bachelor's,Retail,urban,,,105500,9/15/2027
EMPLOYED,35 - 44,Masters, Fintech,Delhi,,,25500,9/16/2027
Employed,45-54,High School,Healthcare,,High,7,105400,9/17/2027
,25-34,High School,Technology,Mumbai,,12,34000,9/18/2027
UNEMPLOYED,45-54,High School, Fintech,Mumbai,Low,,113200,9/19/2027
Employed,,Ph.D,Finance,rural,low,27,83600,9/20/2027
employed,25-34,Masters,Health,suburban,,3,147900,9/21/2027
employed,18-24,Ph.D, Fintech,suburban,,4,17200,9/22/2027
UNEMPLOYED,35 - 44,high school,Finance,suburban,low,27,,9/23/2027
UNEMPLOYED,35 - 44,Masters, Fintech,Hyderabad,Low,,7000,9/24/2027
employed,25-34,PhD,Retail,suburban,Medium,21,,9/25/2027
employed,18-24,Bachelor's, Fintech,Delhi,HIGH,,,9/26/2027
UNEMPLOYED,55+,Master,Healthcare,,HIGH,11,77200,9/27/2027
employed,18 to 24,Bachelors,Technology,rural,moderate,,137500,9/28/2027
UNEMPLOYED,45-54,Diploma,Retail,suburban,Medium,28,12600,9/29/2027
EMPLOYED,25_34,Bachelor's,Finance,Bangalore,High,18,142900,9/30/2027
unemployed,18 to 24,Bachelors,Tech ,Bangalore,low,21,,10/1/2027
UNEMPLOYED,25_34,,,Mumbai,moderate,14,,10/2/2027
Employed,18-24,high school,Education,urban,HIGH,,,10/3/2027
Employed,35 - 44,Ph.D,Technology,Mumbai,low,23,129200,10/4/2027
,25_34,PhD,Retail,Urban,HIGH,8,,10/5/2027
,25-34,High School,Retail,Bangalore,low,,68800,10/6/2027
EMPLOYED,18 to 24,Diploma,Tech ,Urban,High,6,103300,10/7/2027
Unemployed,25-34,high school,Education,urban,Medium,14,63800,10/8/2027
,,,,suburban,HIGH,11,140300,10/9/2027
Employed,55+,Bachelors, Fintech,rural,Low,,73000,10/10/2027
unemployed,25_34,high school,Healthcare,Hyderabad,moderate,9,114500,10/11/2027
Employed,18-24,Diploma,Finance,Delhi,low,13,59500,10/12/2027
Unemployed,18-24,,Retail,Hyderabad,Medium,25,43400,10/13/2027
employed,,Bachelor's,Finance,suburban,Medium,,17800,10/14/2027
EMPLOYED,45-54,High School,Health,Delhi,,,14100,10/15/2027
EMPLOYED,,Master,Healthcare,Urban,Medium,9,,10/16/2027
EMPLOYED,,Master, Fintech,Hyderabad,,,,10/17/2027
employed,25_34,,Health,Urban,High,,119400,10/18/2027
,55+,Master, Fintech,Delhi,Low,,101200,10/19/2027
employed,,Ph.D,Technology,rural,,,96900,10/20/2027
unemployed,,,Finance,Hyderabad,HIGH,7,,10/21/2027
,18-24,Masters,Finance,rural,moderate,7,80700,10/22/2027
,25_34,Diploma,Education,rural,moderate,,30000,10/23/2027
UNEMPLOYED,25-34,Bachelor's,Tech ,suburban,Medium,,38400,10/24/2027
UNEMPLOYED,55+,,,Hyderabad,HIGH,11,122000,10/25/2027
EMPLOYED,35 - 44,,Tech ,Urban,Medium,,41000,10/26/2027
Unemployed,25_34,Bachelors,Technology,Hyderabad,Medium,16,34600,10/27/2027
EMPLOYED,25-34,Masters,Healthcare,,moderate,,,10/28/2027
EMPLOYED,18-24,Masters,Retail,Hyderabad,,7,148200,10/29/2027
UNEMPLOYED,35 - 44,High School,Finance,Bangalore,moderate,,88000,10/30/2027
employed,45-54,Bachelor's,Retail,,low,26,60000,10/31/2027
employed,55+,Bachelors,Education,,HIGH,,78300,11/1/2027
employed,35 - 44,Master, Fintech,,High,22,38900,11/2/2027
,25-34,Master,,,High,15,67800,11/3/2027
unemployed,25-34,Bachelors,Retail,suburban,,,,11/4/2027
,18 to 24,Bachelor's,Tech ,Delhi,,17,44000,11/5/2027
,18-24,High School,,urban,moderate,,111900,11/6/2027
unemployed,35 - 44,, Fintech,suburban,Medium,19,11500,11/7/2027
EMPLOYED,25_34,Bachelor's,Education,Mumbai,High,,41600,11/8/2027
EMPLOYED,45-54,,Retail,,High,,28100,11/9/2027
employed,25_34,Bachelors, Fintech,,Low,,97500,11/10/2027
Employed,25-34,Master,Technology,,Low,19,43100,11/11/2027
UNEMPLOYED,18 to 24,Bachelors,Finance,suburban,HIGH,,128400,11/12/2027
unemployed,45-54,Bachelors,Retail,Bangalore,,17,127000,11/13/2027
EMPLOYED,18-24,Bachelors,Finance,Mumbai,HIGH,7,,11/14/2027
,25_34,Bachelors,Finance,Urban,,21,106900,11/15/2027
UNEMPLOYED,45-54,High School,Retail,,moderate,,15800,11/16/2027
UNEMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,,122700,11/17/2027
EMPLOYED,35 - 44,Ph.D,Tech ,urban,,21,18100,11/18/2027
employed,55+,Bachelor's,Technology,urban,HIGH,20,75100,11/19/2027
Unemployed,55+,PhD,Retail,Hyderabad,Medium,27,83600,11/20/2027
EMPLOYED,55+,high school,Health,Urban,Low,,,11/21/2027
UNEMPLOYED,18-24,Master,Healthcare,Mumbai,Medium,,120600,11/22/2027
UNEMPLOYED,35 - 44,Bachelors,Health,rural,,8,40700,11/23/2027
employed,25_34,Bachelors,Education,,moderate,,16300,11/24/2027
UNEMPLOYED,18 to 24,Bachelors, Fintech,Mumbai,moderate,29,146300,11/25/2027
Unemployed,18 to 24,PhD, Fintech,urban,low,10,7200,11/26/2027
,45-54,high school,Retail,rural,moderate,0,28900,11/27/2027
unemployed,25-34,High School,Education,suburban,Medium,,37100,11/28/2027
employed,45-54,high school,Retail,,low,,,11/29/2027
Unemployed,35 - 44,,Healthcare,Urban,HIGH,5,104200,11/30/2027
employed,45-54,,Healthcare,urban,High,,35500,12/1/2027
unemployed,45-54,High School,Technology,Hyderabad,HIGH,25,,12/2/2027
UNEMPLOYED,45-54,Masters,Health,urban,HIGH,,39500,12/3/2027
unemployed,18 to 24,Ph.D,Finance,suburban,HIGH,,104500,12/4/2027
employed,55+,Diploma, Fintech,Urban,High,,148900,12/5/2027
Employed,18-24,PhD,Healthcare,Delhi,,8,83200,12/6/2027
Employed,25-34,Masters,Technology,,low,,20000,12/7/2027
employed,18 to 24,High School, Fintech,urban,HIGH,,124500,12/8/2027
EMPLOYED,18 to 24,,Finance,Mumbai,Low,,124600,12/9/2027
Unemployed,18-24,Master,Health,urban,HIGH,9,,12/10/2027
employed,18 to 24,High School,Healthcare,Bangalore,low,,,12/11/2027
Unemployed,18 to 24,Diploma,Retail,Urban,moderate,5,,12/12/2027
UNEMPLOYED,45-54,High School,Finance,Urban,low,16,77300,12/13/2027
unemployed,45-54,,Technology,Bangalore,moderate,,45300,12/14/2027
Employed,18 to 24,,Healthcare,suburban,Medium,20,,12/15/2027
Employed,18-24,High School,Technology,,High,,38600,12/16/2027
EMPLOYED,35 - 44,High School,,Mumbai,HIGH,,127700,12/17/2027
unemployed,55+,High School, Fintech,suburban,,28,43800,12/18/2027
employed,25_34,Master,Retail,Bangalore,HIGH,30,97500,12/19/2027
EMPLOYED,25-34,Ph.D,Retail,,moderate,,90800,12/20/2027
Employed,18 to 24,Ph.D,Retail,rural,Low,,76000,12/21/2027
EMPLOYED,18-24,Masters,Health,suburban,HIGH,,,12/22/2027
unemployed,25_34,High School,,rural,low,17,10300,12/23/2027
EMPLOYED,,Bachelors,Technology,,moderate,,,12/24/2027
EMPLOYED,55+,Bachelors,,Bangalore,moderate,,52500,12/25/2027
employed,18-24,Bachelor's,Technology,Bangalore,,22,145500,12/26/2027
employed,25_34,Bachelors,Tech ,,,,39200,12/27/2027
Unemployed,45-54,High School,Education,Urban,moderate,,124400,12/28/2027
unemployed,25-34,Bachelors,Technology,Hyderabad,low,10,,12/29/2027
UNEMPLOYED,18-24,Bachelors, Fintech,,moderate,13,13000,12/30/2027
EMPLOYED,18 to 24,PhD,Healthcare,suburban,Medium,,97900,12/31/2027
UNEMPLOYED,55+,PhD,Technology,Mumbai,Medium,,,1/1/2028
Unemployed,35 - 44,Masters,Health,urban,HIGH,,,1/2/2028
,55+,Ph.D, Fintech,Delhi,High,,17100,1/3/2028
employed,45-54,Bachelor's,Education,Bangalore,High,3,133900,1/4/2028
Unemployed,,Master,,Delhi,moderate,,96500,1/5/2028
unemployed,,high school,Tech ,Delhi,HIGH,15,64500,1/6/2028
EMPLOYED,45-54,Bachelors,Retail,Mumbai,HIGH,3,58500,1/7/2028
Unemployed,45-54,Bachelors,Retail,Bangalore,HIGH,3,34200,1/8/2028
Employed,25-34,Masters,Education,suburban,moderate,10,10700,1/9/2028
UNEMPLOYED,55+,Ph.D,Finance,Hyderabad,moderate,0,46600,1/10/2028
unemployed,35 - 44,High School,Technology,Hyderabad,,,119200,1/11/2028
employed,25_34,Ph.D,Finance,,Medium,,123900,1/12/2028
UNEMPLOYED,18-24,High School,Retail,Hyderabad,low,,10900,1/13/2028
EMPLOYED,,high school,Retail,urban,Low,13,67800,1/14/2028
Unemployed,25-34,Masters,,Mumbai,High,,,1/15/2028
,18 to 24,Masters,,Mumbai,HIGH,,135400,1/16/2028
employed,,Master,Retail,,HIGH,,65400,1/17/2028
Unemployed,35 - 44,Bachelor's,Technology,,HIGH,10,75600,1/18/2028
EMPLOYED,25_34,high school,Education,suburban,Medium,,,1/19/2028
,45-54,Masters,Technology,Bangalore,High,20,,1/20/2028
UNEMPLOYED,35 - 44,Ph.D,Education,suburban,moderate,,72800,1/21/2028
employed,,PhD,Healthcare,Urban,low,1,54000,1/22/2028
EMPLOYED,,Ph.D,Education,Mumbai,High,22,68700,1/23/2028
unemployed,25-34,Master, Fintech,Delhi,,17,,1/24/2028
unemployed,25-34,Masters,Health,Hyderabad,High,25,140800,1/25/2028
unemployed,18 to 24,Ph.D,Retail,suburban,low,,113400,1/26/2028
Employed,35 - 44,Diploma,Tech ,,,,54400,1/27/2028
Unemployed,18-24,Diploma,,Delhi,HIGH,,,1/28/2028
employed,35 - 44,Bachelor's,Healthcare,rural,Medium,,54000,1/29/2028
,25_34,Diploma,Health,urban,moderate,,58000,1/30/2028
employed,55+,PhD,Technology,suburban,moderate,,,1/31/2028
UNEMPLOYED,45-54,,Healthcare,suburban,HIGH,25,87300,2/1/2028
employed,35 - 44,PhD,Health,Hyderabad,low,21,,2/2/2028
UNEMPLOYED,35 - 44,Diploma,Finance,urban,moderate,,,2/3/2028
UNEMPLOYED,35 - 44,high school,Tech ,rural,Low,9,64600,2/4/2028
EMPLOYED,55+,Diploma,Retail,urban,Medium,27,,2/5/2028
employed,35 - 44,Master, Fintech,Bangalore,High,,148400,2/6/2028
unemployed,,,Tech ,Bangalore,High,,,2/7/2028
Employed,25-34,PhD,Finance,Mumbai,low,19,91700,2/8/2028
,25_34,PhD,Health,suburban,low,13,,2/9/2028
UNEMPLOYED,35 - 44,Master,Health,urban,Low,24,,2/10/2028
EMPLOYED,45-54,Master,Healthcare,rural,low,,115200,2/11/2028
unemployed,18-24,Masters,Health,rural,Medium,,38500,2/12/2028
unemployed,18 to 24,Bachelor's,Retail,urban,HIGH,24,104600,2/13/2028
,55+,High School,Health,Mumbai,Low,16,90500,2/14/2028
employed,,PhD,Healthcare,Hyderabad,,,77400,2/15/2028
UNEMPLOYED,18-24,Bachelors,Retail,Mumbai,HIGH,,33800,2/16/2028
UNEMPLOYED,,PhD,Education,,Medium,2,42700,2/17/2028
,18 to 24,,Tech ,Bangalore,low,3,141800,2/18/2028
Employed,45-54,,Education,Hyderabad,HIGH,8,50900,2/19/2028
Employed,,,Technology,rural,moderate,,89900,2/20/2028
EMPLOYED,45-54,High School,Healthcare,Mumbai,,,,2/21/2028
EMPLOYED,45-54,PhD,Healthcare,suburban,HIGH,,17800,2/22/2028
,18 to 24,Bachelor's,,Bangalore,moderate,,22700,2/23/2028
,18 to 24,Bachelors,Tech ,suburban,,,46700,2/24/2028
Unemployed,25_34,PhD,Retail,,,16,50900,2/25/2028
Unemployed,25_34,Master,Healthcare,Delhi,Medium,10,,2/26/2028
Unemployed,35 - 44,High School,Retail,suburban,Low,2,145300,2/27/2028
employed,18-24,Master,Technology,rural,Low,,63500,2/28/2028
EMPLOYED,18-24,Diploma,Finance,suburban,Low,,16100,2/29/2028
unemployed,35 - 44,PhD,Retail,suburban,moderate,,105600,3/1/2028
Employed,35 - 44,Master,Retail,Bangalore,,,,3/2/2028
EMPLOYED,55+,Diploma,Technology,Bangalore,High,8,51100,3/3/2028
employed,45-54,Bachelors,Retail,rural,,,6400,3/4/2028
employed,18 to 24,Ph.D, Fintech,Urban,low,24,,3/5/2028
UNEMPLOYED,55+,high school,Health,rural,HIGH,,7600,3/6/2028
UNEMPLOYED,55+,Masters,Education,suburban,moderate,,122800,3/7/2028
UNEMPLOYED,18-24,PhD,Finance,rural,moderate,8,61500,3/8/2028
unemployed,55+,high school,Healthcare,Delhi,,3,,3/9/2028
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,2,56700,3/10/2028
,25-34,High School,,urban,,,42400,3/11/2028
,55+,Bachelors,Retail,,HIGH,,69700,3/12/2028
UNEMPLOYED,,Bachelors,Retail,urban,moderate,1,149600,3/13/2028
Unemployed,35 - 44,Masters,Retail,urban,,22,49600,3/14/2028
Unemployed,55+,Master,Retail,Bangalore,low,,,3/15/2028
UNEMPLOYED,25_34,Bachelors, Fintech,Delhi,Medium,7,24100,3/16/2028
unemployed,25_34,Ph.D,Technology,Mumbai,HIGH,,,3/17/2028
Employed,35 - 44,Masters, Fintech,Bangalore,High,,32900,3/18/2028
unemployed,25_34,Diploma,Retail,rural,HIGH,,114500,3/19/2028
Employed,25_34,PhD,Finance,Urban,HIGH,28,124800,3/20/2028
Unemployed,18 to 24,PhD,Education,urban,Medium,14,,3/21/2028
,,Bachelors,Technology,Mumbai,low,,,3/22/2028
employed,45-54,Masters,Retail,Urban,Low,27,,3/23/2028
employed,,Bachelors,Healthcare,urban,Medium,1,,3/24/2028
Employed,18 to 24,Bachelors,Education,Bangalore,low,,25900,3/25/2028
,35 - 44,Master,Retail,,Medium,,32600,3/26/2028
,18 to 24,High School,Tech ,rural,Medium,,98400,3/27/2028
EMPLOYED,25-34,,,Mumbai,High,20,102300,3/28/2028
UNEMPLOYED,18 to 24,Bachelors,Health,,low,,96200,3/29/2028
Employed,25-34,Ph.D,Tech ,Mumbai,Low,7,,3/30/2028
,18-24,Diploma,Retail,suburban,Low,26,71700,3/31/2028
Employed,35 - 44,High School,Retail,,HIGH,20,146600,4/1/2028
Unemployed,18 to 24,high school,,Urban,low,,53400,4/2/2028
,35 - 44,Bachelor's,Technology,Hyderabad,Low,27,,4/3/2028
Unemployed,,Bachelor's, Fintech,Hyderabad,HIGH,18,133500,4/4/2028
employed,45-54,Bachelor's,Retail,Bangalore,low,,78200,4/5/2028
UNEMPLOYED,18-24,Diploma,Retail,urban,Low,,48400,4/6/2028
Employed,18 to 24,,Retail,Mumbai,low,21,15000,4/7/2028
,18 to 24,Bachelor's,Retail,Bangalore,,16,77400,4/8/2028
Unemployed,25_34,Masters,Retail,urban,low,,147300,4/9/2028
,55+,Bachelors,Finance,Delhi,,7,14300,4/10/2028
unemployed,18-24,Ph.D,Healthcare,Urban,Low,,63800,4/11/2028
employed,18 to 24,PhD,Technology,Urban,Low,,88000,4/12/2028
Unemployed,,PhD,Technology,suburban,Low,,70700,4/13/2028
EMPLOYED,,PhD,Finance,urban,Low,2,,4/14/2028
EMPLOYED,25-34,Bachelors,,Hyderabad,,,,4/15/2028
Unemployed,45-54,Bachelor's,Technology,urban,HIGH,5,,4/16/2028
